month,specialty,appointment_type,appointments_attended,appointments_attended_routine,appointments_attended_urgent,appointments_attended_2_week_wait,dna,appointments_for_removals,removals
30/06/2022,Clinical Haematology,RTT First,151,80,25,46,10,151,146
30/06/2022,Urology,Non-RTT,470,308,49,113,70,224,76
31/05/2024,ENT,RTT First,1274,766,240,268,78,1225,1206
31/08/2024,Breast Surgery,Non-RTT,66,32,16,18,2,40,16
31/08/2023,Respiratory,Non-RTT,435,332,89,14,68,259,121
31/12/2022,General Surgery,RTT First,699,536,157,6,52,265,215
30/11/2023,Breast Surgery,RTT Follow-up,84,28,26,30,5,74,52
31/12/2023,Diabetes,RTT First,129,96,33,0,22,88,88
31/08/2024,Neurology,Non-RTT,528,422,89,17,80,50,47
30/06/2024,ENT,RTT Follow-up,682,359,96,227,77,915,532
30/04/2023,General Medicine,RTT First,87,60,5,22,2,217,188
30/11/2023,Gynaecology,RTT First,1145,641,132,372,96,975,939
31/07/2023,Respiratory,Non-RTT,499,391,93,15,67,310,131
31/08/2022,Colorectal Surgery,Non-RTT,191,75,40,76,7,99,59
31/10/2023,Neurology,RTT First,286,197,71,18,58,271,267
31/01/2023,ENT,RTT First,1091,650,143,298,193,1080,1006
31/03/2023,Colorectal Surgery,RTT First,631,66,47,518,17,889,509
31/05/2023,General Medicine,RTT First,106,78,0,28,2,197,181
30/11/2024,Clinical Haematology,RTT Follow-up,142,69,21,52,5,62,45
31/08/2022,ENT,RTT Follow-up,610,355,61,194,48,492,292
30/09/2022,Dermatology,Non-RTT,1159,736,179,244,200,872,280
31/07/2024,Diabetes,RTT Follow-up,82,68,14,0,22,23,11
31/10/2023,Dermatology,RTT First,1062,176,29,857,64,1091,1080
30/06/2022,Vascular Surgery,RTT Follow-up,65,51,14,0,9,36,29
31/08/2024,Paediatrics,Non-RTT,233,188,45,0,44,62,54
31/03/2023,Trauma & Orthopaedics,RTT First,809,739,70,0,90,973,889
31/07/2024,Neurology,Non-RTT,667,518,137,12,105,66,54
31/05/2023,Dermatology,RTT Follow-up,336,138,81,117,11,290,213
30/09/2023,Cardiology,RTT Follow-up,103,42,61,0,5,94,86
31/10/2024,Breast Surgery,RTT Follow-up,136,54,24,58,0,77,35
30/11/2023,Vascular Surgery,RTT Follow-up,133,116,17,0,14,105,82
31/03/2024,Rheumatology,RTT Follow-up,190,164,26,0,10,65,58
30/11/2023,Urology,Non-RTT,449,248,54,147,64,305,147
31/12/2023,ENT,RTT Follow-up,726,395,67,264,58,683,348
31/05/2023,Gynaecology,Non-RTT,632,386,131,115,121,537,286
31/05/2023,Urology,Non-RTT,407,196,61,150,70,270,121
30/11/2022,Respiratory,RTT Follow-up,132,101,27,4,11,51,43
31/05/2024,Paediatric ENT,Non-RTT,214,172,42,0,25,178,149
31/08/2024,Urology,RTT Follow-up,281,116,66,99,18,222,115
31/03/2024,Respiratory,RTT First,431,300,51,80,42,283,242
31/01/2023,Cardiology,Non-RTT,322,260,62,0,47,225,118
31/10/2022,General Medicine,Non-RTT,84,78,2,4,1,182,78
31/10/2023,Respiratory,RTT Follow-up,122,84,33,5,12,45,40
30/11/2022,General Surgery,Non-RTT,238,193,32,13,37,185,69
31/10/2024,Neurology,RTT Follow-up,42,34,6,2,4,22,22
30/11/2022,General Medicine,RTT First,100,75,4,21,1,295,242
28/02/2023,Paediatric ENT,RTT First,497,383,111,3,49,270,265
30/11/2022,Trauma & Orthopaedics,RTT Follow-up,751,673,78,0,92,470,245
30/11/2024,Colorectal Surgery,Non-RTT,127,62,33,32,5,53,39
31/05/2024,Vascular Surgery,RTT Follow-up,85,71,14,0,6,57,49
31/07/2024,Urology,RTT First,398,140,127,131,36,320,261
30/06/2023,Paediatric ENT,Non-RTT,173,136,37,0,45,155,101
29/02/2024,Colorectal Surgery,RTT Follow-up,612,75,84,453,10,513,393
28/02/2023,Paediatrics,Non-RTT,314,263,51,0,60,225,127
31/12/2022,Vascular Surgery,RTT First,91,74,17,0,14,70,68
31/10/2022,Rheumatology,RTT First,392,343,49,0,101,236,231
31/03/2023,Neurology,RTT First,300,203,80,17,63,295,291
30/06/2022,General Medicine,RTT First,85,82,2,1,6,231,221
31/10/2024,Dermatology,RTT Follow-up,448,182,129,137,11,532,381
30/09/2023,Paediatrics,RTT First,376,329,47,0,55,392,389
29/02/2024,Clinical Haematology,Non-RTT,723,420,118,185,95,200,74
30/09/2022,Paediatric ENT,RTT First,199,144,52,3,23,121,119
30/06/2023,Cardiology,Non-RTT,328,253,75,0,45,284,162
31/08/2023,Gastroenterology,RTT First,392,339,30,23,52,379,328
31/01/2024,Urology,RTT First,376,131,85,160,22,405,323
30/09/2023,General Surgery,Non-RTT,204,173,28,3,34,130,64
31/12/2022,Clinical Haematology,RTT Follow-up,56,26,11,19,8,44,29
31/01/2024,Diabetes,RTT Follow-up,69,58,11,0,16,31,8
28/02/2023,Breast Surgery,Non-RTT,100,40,23,37,9,85,34
30/04/2024,Breast Surgery,RTT First,501,3,3,495,13,582,575
30/11/2023,Diabetes,Non-RTT,565,510,55,0,102,246,95
31/01/2023,General Surgery,RTT Follow-up,395,322,65,8,30,213,145
31/05/2023,Vascular Surgery,RTT First,155,136,19,0,22,62,60
28/02/2023,Neurology,Non-RTT,598,485,91,22,145,288,151
31/10/2024,General Medicine,RTT First,298,155,78,65,9,308,281
30/06/2022,Gastroenterology,Non-RTT,720,595,103,22,81,424,137
31/05/2024,General Surgery,RTT Follow-up,457,354,95,8,34,329,195
30/11/2022,Breast Surgery,RTT First,478,10,4,464,7,493,485
30/09/2024,Trauma & Orthopaedics,RTT First,659,584,75,0,37,653,587
30/11/2024,General Medicine,RTT Follow-up,148,144,4,0,3,72,50
31/03/2024,Neurology,RTT Follow-up,39,27,9,3,6,33,31
30/04/2024,Gynaecology,Non-RTT,493,303,105,85,72,362,250
30/11/2022,Neurology,RTT First,316,227,69,20,52,288,284
31/07/2023,Rheumatology,Non-RTT,572,423,149,0,60,265,84
30/04/2024,ENT,Non-RTT,620,427,117,76,106,720,411
31/07/2023,Gynaecology,RTT Follow-up,763,347,185,231,62,627,381
30/09/2023,Breast Surgery,Non-RTT,82,46,18,18,9,45,23
31/12/2023,Urology,Non-RTT,431,228,54,149,73,302,131
31/07/2024,Gastroenterology,RTT Follow-up,101,87,9,5,12,104,72
31/08/2023,Cardiology,RTT First,396,247,149,0,40,342,323
30/09/2022,Colorectal Surgery,RTT First,834,284,66,484,35,911,522
28/02/2023,Trauma & Orthopaedics,Non-RTT,849,785,64,0,219,1053,380
30/09/2024,Paediatrics,RTT Follow-up,22,18,4,0,1,8,7
31/08/2022,Diabetes,RTT Follow-up,31,24,7,0,4,7,7
31/08/2024,Vascular Surgery,Non-RTT,20,18,2,0,4,2,2
31/05/2023,Gynaecology,RTT First,1060,488,280,292,81,956,892
31/08/2023,Paediatric ENT,RTT Follow-up,114,92,19,3,11,58,33
30/11/2023,General Medicine,RTT First,231,102,81,48,8,388,314
30/11/2022,Gynaecology,Non-RTT,679,420,161,98,111,651,315
31/05/2024,Cardiology,Non-RTT,297,250,47,0,42,185,129
31/10/2024,Gynaecology,RTT First,1173,704,172,297,82,1090,1039
31/03/2024,General Surgery,Non-RTT,191,160,26,5,46,161,100
30/06/2024,Urology,RTT First,344,112,96,136,18,361,289
30/09/2022,Urology,RTT Follow-up,291,114,37,140,27,186,115
30/06/2023,Gastroenterology,Non-RTT,698,589,90,19,81,295,147
31/07/2023,Trauma & Orthopaedics,Non-RTT,658,621,37,0,154,745,309
31/12/2023,Respiratory,Non-RTT,421,320,84,17,76,213,109
30/11/2023,Dermatology,RTT Follow-up,667,178,142,347,11,605,438
31/12/2022,Urology,RTT First,351,139,66,146,13,299,274
30/04/2023,Cardiology,RTT Follow-up,83,36,47,0,4,74,61
29/02/2024,ENT,RTT Follow-up,936,535,110,291,74,814,456
31/10/2022,General Medicine,RTT Follow-up,76,58,0,18,1,74,55
31/10/2022,ENT,Non-RTT,502,364,81,57,108,570,291
30/09/2024,General Medicine,RTT Follow-up,132,108,24,0,3,93,56
31/07/2023,Urology,RTT Follow-up,279,96,54,129,26,215,118
31/12/2022,ENT,Non-RTT,498,391,71,36,143,433,220
30/11/2024,Dermatology,RTT First,1113,268,53,792,39,879,878
30/06/2022,Dermatology,RTT Follow-up,305,115,117,73,14,249,177
31/12/2022,Trauma & Orthopaedics,RTT First,709,656,53,0,84,648,598
31/08/2024,General Surgery,Non-RTT,247,222,22,3,43,101,72
31/01/2024,General Medicine,Non-RTT,47,45,0,2,0,139,88
30/06/2024,Vascular Surgery,RTT First,194,156,38,0,24,141,137
30/09/2024,Paediatric ENT,RTT Follow-up,230,188,42,0,18,101,79
30/09/2022,Respiratory,RTT Follow-up,109,79,23,7,7,52,39
30/04/2024,Rheumatology,RTT First,419,350,69,0,42,292,290
31/07/2024,Colorectal Surgery,RTT Follow-up,108,58,16,34,11,598,434
31/10/2023,Vascular Surgery,RTT First,223,202,21,0,33,149,147
28/02/2023,General Surgery,Non-RTT,260,212,39,9,46,168,81
31/03/2023,Gynaecology,RTT Follow-up,717,301,178,238,63,593,337
31/03/2023,Gastroenterology,RTT First,512,444,44,24,52,443,365
31/10/2022,Urology,RTT First,352,114,53,185,11,320,310
31/01/2024,Paediatric ENT,Non-RTT,204,158,45,1,52,166,130
30/09/2022,Paediatrics,RTT First,362,301,61,0,38,353,344
31/07/2023,Colorectal Surgery,RTT First,690,116,67,507,35,856,511
30/06/2022,Rheumatology,Non-RTT,781,584,197,0,84,347,83
31/08/2022,Paediatric ENT,RTT Follow-up,137,113,22,2,11,59,41
31/10/2024,Breast Surgery,Non-RTT,106,59,14,33,5,63,28
31/10/2023,Gynaecology,Non-RTT,604,372,138,94,147,475,275
30/11/2022,Gynaecology,RTT First,1029,515,228,286,94,917,870
31/10/2024,Cardiology,RTT Follow-up,74,59,15,0,8,150,138
31/03/2023,Vascular Surgery,RTT First,135,114,21,0,28,79,73
30/04/2023,Breast Surgery,RTT Follow-up,45,15,7,23,2,28,16
30/06/2023,Breast Surgery,RTT Follow-up,55,21,18,16,10,55,22
30/04/2023,Gastroenterology,RTT Follow-up,190,161,23,6,15,119,92
31/08/2022,General Medicine,Non-RTT,103,103,0,0,5,285,90
31/03/2023,Paediatrics,RTT First,399,341,58,0,37,421,414
30/06/2022,Cardiology,Non-RTT,270,240,30,0,30,228,111
30/09/2023,Urology,RTT Follow-up,236,75,48,113,29,156,88
30/11/2024,ENT,RTT Follow-up,955,545,163,247,63,850,499
31/10/2024,Vascular Surgery,RTT Follow-up,123,101,22,0,6,88,78
30/09/2023,Colorectal Surgery,RTT First,568,76,61,431,20,840,481
31/12/2023,Breast Surgery,RTT First,445,6,6,433,11,491,485
30/06/2023,Neurology,RTT Follow-up,33,16,12,5,2,29,23
31/03/2024,Gastroenterology,RTT Follow-up,201,163,22,16,14,88,74
31/03/2023,Cardiology,RTT First,588,404,183,1,54,513,473
30/09/2024,Colorectal Surgery,RTT Follow-up,142,79,25,38,8,451,327
31/03/2024,Breast Surgery,RTT Follow-up,66,22,9,35,7,55,39
30/06/2022,Vascular Surgery,Non-RTT,44,40,4,0,14,14,9
31/05/2024,Neurology,RTT Follow-up,20,10,7,3,3,29,28
30/06/2022,Trauma & Orthopaedics,RTT Follow-up,756,680,76,0,91,309,186
31/01/2023,Diabetes,Non-RTT,517,467,50,0,152,259,69
31/07/2024,Paediatric ENT,RTT Follow-up,219,180,39,0,13,151,97
30/09/2022,Gynaecology,RTT Follow-up,660,338,133,189,52,529,313
31/10/2023,Rheumatology,RTT First,354,323,31,0,52,242,237
31/08/2024,Clinical Haematology,RTT First,120,68,17,35,19,94,91
30/04/2024,Dermatology,RTT First,866,184,40,642,42,891,886
30/11/2023,ENT,RTT First,1312,873,192,247,103,1154,1130
31/07/2022,Gynaecology,Non-RTT,633,416,119,98,111,594,320
31/10/2023,Trauma & Orthopaedics,RTT First,619,553,66,0,60,679,620
30/06/2023,Paediatrics,Non-RTT,256,210,46,0,43,188,116
30/06/2023,Gastroenterology,RTT Follow-up,200,162,25,13,22,127,92
31/05/2024,Diabetes,Non-RTT,627,570,57,0,116,104,48
30/11/2023,Rheumatology,RTT Follow-up,166,155,11,0,9,57,49
30/06/2024,General Surgery,RTT First,806,625,150,31,52,381,301
30/11/2022,Urology,Non-RTT,501,313,56,132,76,259,100
30/09/2023,Gynaecology,RTT First,935,541,205,189,96,825,774
31/08/2023,Trauma & Orthopaedics,RTT First,639,572,67,0,67,697,644
28/02/2023,Rheumatology,RTT Follow-up,139,128,11,0,18,23,23
31/12/2023,Gynaecology,Non-RTT,458,256,99,103,115,354,218
31/01/2024,Clinical Haematology,RTT Follow-up,142,63,30,49,19,99,69
31/01/2023,Neurology,RTT Follow-up,62,38,17,7,9,37,36
29/02/2024,Urology,RTT First,447,151,105,191,22,350,299
30/09/2024,Clinical Haematology,RTT Follow-up,111,49,27,35,13,71,45
30/04/2024,ENT,RTT Follow-up,587,314,81,192,59,850,507
31/08/2024,Trauma & Orthopaedics,Non-RTT,626,566,60,0,115,524,260
30/04/2023,Vascular Surgery,Non-RTT,27,23,4,0,6,20,11
31/07/2022,Respiratory,RTT Follow-up,115,77,28,10,3,48,36
28/02/2023,Trauma & Orthopaedics,RTT Follow-up,693,611,82,0,66,527,264
31/03/2024,Diabetes,Non-RTT,536,468,68,0,108,151,60
30/11/2023,Cardiology,Non-RTT,456,354,102,0,42,204,151
30/06/2023,Diabetes,Non-RTT,547,475,72,0,141,346,108
31/08/2022,Clinical Haematology,RTT Follow-up,91,48,26,17,5,40,32
31/03/2024,Paediatrics,RTT Follow-up,29,21,8,0,3,29,25
30/06/2022,General Surgery,RTT Follow-up,309,238,65,6,26,183,122
31/10/2024,General Surgery,Non-RTT,276,244,28,4,32,49,34
31/05/2023,Paediatrics,RTT First,317,252,65,0,29,329,321
30/06/2022,Trauma & Orthopaedics,Non-RTT,643,581,62,0,116,785,289
31/01/2023,Paediatrics,Non-RTT,343,278,65,0,62,226,133
31/10/2024,Rheumatology,RTT Follow-up,263,215,48,0,12,57,49
31/07/2024,Respiratory,RTT First,488,355,62,71,70,336,296
31/03/2024,Neurology,Non-RTT,609,466,131,12,77,97,79
31/03/2023,Respiratory,Non-RTT,533,417,95,21,62,343,143
30/06/2022,ENT,RTT First,1066,756,125,185,163,1097,1007
30/09/2023,Dermatology,RTT Follow-up,646,163,129,354,8,539,415
30/09/2023,Paediatric ENT,RTT First,229,161,68,0,41,186,186
29/02/2024,Dermatology,RTT First,1014,235,43,736,70,982,976
31/08/2023,Rheumatology,RTT First,362,309,53,0,80,274,269
31/08/2022,Colorectal Surgery,RTT Follow-up,703,62,87,554,16,551,453
30/11/2023,Trauma & Orthopaedics,RTT Follow-up,864,780,84,0,87,668,346
30/11/2022,Diabetes,RTT First,142,111,31,0,32,116,116
30/09/2024,Clinical Haematology,Non-RTT,840,516,158,166,80,84,52
30/04/2023,Paediatrics,Non-RTT,163,131,32,0,29,153,85
31/12/2023,Gastroenterology,RTT First,300,258,28,14,23,310,263
31/07/2022,Gastroenterology,RTT First,256,192,38,26,27,269,208
31/01/2023,Breast Surgery,RTT Follow-up,81,23,22,36,6,39,20
31/10/2024,Trauma & Orthopaedics,RTT Follow-up,890,777,113,0,81,527,264
30/04/2023,ENT,RTT First,915,642,117,156,114,831,807
31/01/2024,Paediatric ENT,RTT Follow-up,270,224,43,3,17,126,67
30/09/2023,General Medicine,RTT First,185,88,46,51,2,322,250
31/10/2024,Vascular Surgery,Non-RTT,26,19,7,0,9,3,3
31/01/2023,Diabetes,RTT Follow-up,53,36,17,0,20,27,10
31/08/2024,General Medicine,RTT First,227,91,80,56,2,306,252
31/08/2022,Clinical Haematology,Non-RTT,903,539,138,226,71,475,119
30/11/2023,Trauma & Orthopaedics,Non-RTT,771,708,63,0,177,866,348
30/09/2022,Diabetes,RTT First,95,80,15,0,18,80,78
31/10/2024,ENT,RTT First,1505,1010,238,257,142,1326,1309
30/09/2023,Trauma & Orthopaedics,Non-RTT,715,665,50,0,150,785,280
30/11/2023,Rheumatology,Non-RTT,817,602,215,0,49,286,110
30/09/2022,Neurology,RTT First,283,188,64,31,33,258,255
31/07/2022,Gynaecology,RTT Follow-up,801,376,159,266,79,636,384
31/03/2024,Vascular Surgery,RTT Follow-up,71,56,15,0,2,85,60
28/02/2023,Cardiology,Non-RTT,265,231,34,0,41,242,130
31/07/2024,Colorectal Surgery,Non-RTT,124,67,24,33,7,79,46
30/11/2022,Colorectal Surgery,RTT First,655,99,82,474,29,1124,643
30/06/2023,Vascular Surgery,RTT Follow-up,133,101,32,0,15,99,80
31/01/2024,General Medicine,RTT Follow-up,95,51,42,2,1,108,61
31/08/2023,Dermatology,RTT First,1028,151,30,847,49,942,921
30/09/2022,Respiratory,Non-RTT,555,415,105,35,64,345,138
28/02/2023,ENT,RTT First,1070,673,150,247,180,1048,982
30/04/2024,Trauma & Orthopaedics,RTT First,711,645,66,0,42,711,657
30/04/2023,Vascular Surgery,RTT Follow-up,58,41,17,0,7,65,54
31/05/2024,Diabetes,RTT Follow-up,82,65,17,0,13,5,2
31/07/2023,Dermatology,Non-RTT,1064,715,164,185,140,721,230
31/08/2024,Trauma & Orthopaedics,RTT Follow-up,677,600,77,0,76,533,264
31/10/2023,Cardiology,RTT First,399,236,163,0,57,404,380
31/10/2024,Gastroenterology,Non-RTT,602,499,89,14,99,70,63
30/06/2024,Cardiology,RTT First,459,249,210,0,60,398,373
28/02/2023,General Surgery,RTT Follow-up,394,289,91,14,36,231,140
31/07/2024,Clinical Haematology,Non-RTT,979,564,194,221,59,163,67
31/08/2024,Rheumatology,RTT Follow-up,177,141,36,0,11,38,35
28/02/2023,Vascular Surgery,Non-RTT,62,53,9,0,2,8,6
31/03/2024,Breast Surgery,Non-RTT,93,52,14,27,10,75,32
30/06/2023,Paediatrics,RTT Follow-up,20,15,5,0,3,20,16
31/05/2024,Paediatrics,RTT Follow-up,15,13,2,0,2,17,12
30/09/2023,Rheumatology,Non-RTT,591,435,156,0,65,260,100
31/10/2023,General Surgery,RTT First,813,574,211,28,70,323,268
31/07/2022,Breast Surgery,RTT First,465,8,9,448,14,429,421
31/12/2023,Vascular Surgery,RTT First,139,119,20,0,21,133,131
31/08/2024,Rheumatology,Non-RTT,819,565,254,0,64,133,79
31/07/2022,Cardiology,RTT First,374,241,133,0,59,359,337
31/03/2023,Breast Surgery,RTT First,535,5,7,523,12,535,534
31/07/2023,Gynaecology,RTT First,1099,558,262,279,77,965,878
31/05/2023,Neurology,RTT First,292,197,79,16,65,263,258
30/04/2023,Breast Surgery,Non-RTT,77,35,15,27,10,52,17
31/08/2022,Paediatric ENT,Non-RTT,144,127,17,0,41,101,55
30/09/2024,General Medicine,Non-RTT,96,91,4,1,1,86,72
30/06/2023,Neurology,Non-RTT,565,442,107,16,110,173,103
31/03/2024,Paediatrics,Non-RTT,270,232,38,0,38,167,123
29/02/2024,ENT,Non-RTT,714,491,118,105,152,622,378
31/01/2023,Neurology,Non-RTT,643,499,126,18,154,287,159
31/10/2024,General Surgery,RTT Follow-up,550,452,86,12,35,345,200
30/04/2023,Gastroenterology,Non-RTT,551,443,95,13,63,315,138
31/07/2022,Vascular Surgery,RTT First,85,75,10,0,9,63,60
30/06/2022,Rheumatology,RTT Follow-up,123,113,10,0,3,29,25
30/09/2024,Paediatric ENT,Non-RTT,258,207,51,0,106,83,77
31/07/2024,General Medicine,Non-RTT,128,128,0,0,5,158,99
31/08/2023,ENT,RTT Follow-up,907,401,97,409,62,699,421
30/09/2023,Clinical Haematology,RTT First,119,57,21,41,6,117,108
31/01/2023,Paediatrics,RTT Follow-up,23,16,7,0,3,17,15
31/12/2023,General Surgery,RTT First,659,509,132,18,54,287,233
31/03/2024,Cardiology,RTT Follow-up,95,65,30,0,6,88,82
30/11/2024,ENT,Non-RTT,834,581,137,116,190,157,126
30/06/2022,General Surgery,Non-RTT,232,187,33,12,37,141,74
31/08/2022,General Medicine,RTT Follow-up,55,54,1,0,0,56,40
31/03/2023,Respiratory,RTT Follow-up,152,111,30,11,10,60,50
31/12/2022,ENT,RTT Follow-up,636,368,53,215,85,453,285
31/05/2024,Neurology,Non-RTT,510,410,90,10,73,77,64
30/06/2024,Rheumatology,RTT First,387,342,45,0,51,293,287
31/12/2023,Gynaecology,RTT Follow-up,701,319,142,240,73,515,304
30/06/2024,Gynaecology,Non-RTT,458,295,88,75,99,222,175
31/03/2024,Gastroenterology,Non-RTT,780,656,105,19,84,250,151
30/11/2024,Urology,RTT First,445,152,100,193,34,316,276
30/06/2023,Diabetes,RTT Follow-up,61,41,20,0,10,3,3
31/07/2022,Respiratory,Non-RTT,527,400,83,44,50,326,126
31/12/2023,Cardiology,RTT First,344,197,147,0,48,291,272
30/09/2023,Dermatology,Non-RTT,1089,715,172,202,147,635,251
31/01/2024,Clinical Haematology,Non-RTT,874,517,167,190,120,223,90
28/02/2023,Rheumatology,Non-RTT,828,643,185,0,100,300,108
31/01/2023,Gastroenterology,RTT Follow-up,275,232,30,13,40,169,129
31/03/2023,Gynaecology,Non-RTT,659,387,191,81,114,432,238
31/01/2024,Respiratory,RTT First,526,364,76,86,58,291,252
31/10/2022,Clinical Haematology,RTT Follow-up,53,27,14,12,6,30,20
30/04/2023,Cardiology,Non-RTT,197,153,44,0,27,281,141
30/04/2023,General Surgery,RTT Follow-up,287,223,56,8,23,188,103
31/01/2024,Colorectal Surgery,RTT Follow-up,631,84,63,484,6,519,401
30/11/2023,General Surgery,Non-RTT,212,181,26,5,44,179,98
31/07/2023,Urology,Non-RTT,402,209,53,140,76,239,119
31/10/2024,Cardiology,Non-RTT,332,277,55,0,48,82,58
31/05/2024,Colorectal Surgery,Non-RTT,138,59,34,45,14,78,47
31/05/2023,Diabetes,RTT First,154,128,26,0,36,138,138
31/12/2022,Dermatology,RTT First,752,150,7,595,69,729,726
31/07/2024,Paediatric ENT,Non-RTT,242,198,44,0,42,89,72
31/08/2024,Dermatology,RTT Follow-up,320,115,110,95,10,592,448
31/05/2023,Respiratory,RTT Follow-up,105,75,24,6,9,66,50
31/12/2023,Colorectal Surgery,RTT First,591,124,65,402,20,721,434
31/05/2024,Urology,RTT First,413,148,108,157,47,356,290
31/03/2023,Rheumatology,Non-RTT,986,723,263,0,66,389,141
31/03/2024,Paediatric ENT,RTT First,251,187,64,0,19,323,321
31/03/2023,Trauma & Orthopaedics,Non-RTT,746,696,50,0,147,1387,500
30/06/2023,Paediatric ENT,RTT Follow-up,132,112,19,1,10,67,44
31/07/2024,General Surgery,Non-RTT,279,248,26,5,50,106,72
31/07/2022,General Medicine,RTT First,77,77,0,0,1,213,196
31/05/2024,ENT,Non-RTT,654,452,107,95,111,745,477
31/08/2022,Cardiology,RTT First,345,201,144,0,28,274,262
29/02/2024,Gynaecology,RTT Follow-up,757,349,203,205,64,678,418
31/08/2023,Paediatric ENT,Non-RTT,159,122,36,1,46,139,98
31/05/2023,Trauma & Orthopaedics,RTT Follow-up,673,591,82,0,64,437,229
29/02/2024,Vascular Surgery,RTT First,139,108,31,0,21,147,145
30/11/2022,Vascular Surgery,Non-RTT,33,26,7,0,13,11,8
29/02/2024,Paediatrics,RTT Follow-up,20,14,6,0,2,18,18
31/10/2024,Paediatrics,RTT First,398,342,56,0,40,364,364
31/01/2024,General Surgery,RTT Follow-up,456,380,73,3,37,245,146
30/11/2022,ENT,RTT First,1292,848,162,282,139,1040,959
31/12/2023,Clinical Haematology,RTT Follow-up,76,34,18,24,10,60,43
31/08/2024,Gastroenterology,RTT First,416,277,123,16,35,325,272
31/01/2023,Trauma & Orthopaedics,Non-RTT,929,840,89,0,230,1181,478
30/04/2023,Urology,RTT Follow-up,196,68,31,97,20,149,102
30/09/2024,Vascular Surgery,Non-RTT,42,31,11,0,9,15,11
31/10/2024,Paediatric ENT,RTT Follow-up,237,190,47,0,24,104,78
30/11/2022,Rheumatology,RTT First,523,461,62,0,114,352,350
31/01/2024,Neurology,Non-RTT,627,500,110,17,111,161,112
31/03/2023,Paediatric ENT,RTT First,305,215,87,3,35,152,150
31/08/2022,Trauma & Orthopaedics,RTT First,696,614,82,0,55,626,590
31/05/2024,Trauma & Orthopaedics,RTT Follow-up,865,775,90,0,80,528,263
30/06/2022,Neurology,RTT Follow-up,30,17,11,2,3,26,26
31/03/2024,Dermatology,Non-RTT,1240,828,209,203,142,634,298
30/11/2024,Gynaecology,Non-RTT,549,343,113,93,73,124,77
30/06/2023,Dermatology,RTT Follow-up,481,148,91,242,14,421,307
31/08/2024,Paediatrics,RTT First,338,289,49,0,34,341,340
31/03/2024,Clinical Haematology,RTT First,115,55,26,34,12,125,123
30/11/2024,Respiratory,RTT Follow-up,79,63,15,1,10,65,41
30/06/2022,Gastroenterology,RTT First,314,249,39,26,32,346,270
31/12/2023,Urology,RTT Follow-up,232,91,48,93,16,168,106
31/12/2023,Paediatric ENT,RTT First,96,65,30,1,8,80,80
30/04/2023,Respiratory,RTT First,415,234,95,86,38,214,197
31/01/2024,Gastroenterology,RTT Follow-up,203,172,17,14,15,119,87
31/10/2023,Clinical Haematology,RTT Follow-up,102,43,24,35,14,72,44
30/09/2023,Gastroenterology,RTT First,385,344,25,16,53,310,276
30/04/2024,Diabetes,RTT First,175,135,40,0,34,110,107
31/07/2023,Vascular Surgery,Non-RTT,18,15,3,0,3,36,25
31/05/2024,Dermatology,RTT Follow-up,259,101,83,75,8,513,380
31/03/2023,Clinical Haematology,RTT First,105,44,32,29,12,101,95
30/11/2024,Diabetes,RTT Follow-up,90,69,21,0,17,17,10
31/07/2023,Rheumatology,RTT First,336,308,28,0,61,222,215
31/08/2023,Paediatrics,RTT First,304,266,38,0,33,315,312
31/10/2024,General Medicine,Non-RTT,47,47,0,0,3,100,79
30/09/2022,Vascular Surgery,Non-RTT,51,38,13,0,7,14,8
31/12/2022,Diabetes,RTT Follow-up,26,16,10,0,9,8,6
31/12/2022,Paediatrics,RTT First,351,285,66,0,34,348,339
31/07/2023,Trauma & Orthopaedics,RTT First,517,480,36,1,56,607,552
30/04/2023,Colorectal Surgery,RTT First,461,33,57,371,12,686,407
30/11/2023,Diabetes,RTT Follow-up,82,69,13,0,16,18,9
30/04/2024,Respiratory,RTT First,429,283,67,79,41,295,259
31/12/2023,Dermatology,Non-RTT,1009,679,143,187,173,467,204
31/07/2023,General Surgery,RTT First,672,431,233,8,42,315,250
31/08/2024,Diabetes,Non-RTT,446,408,38,0,135,48,21
30/09/2023,Breast Surgery,RTT Follow-up,89,29,18,42,3,63,47
31/07/2024,Trauma & Orthopaedics,RTT First,765,690,75,0,38,750,673
30/11/2022,Breast Surgery,RTT Follow-up,80,27,26,27,2,56,29
31/08/2024,Colorectal Surgery,Non-RTT,129,71,23,35,10,52,33
30/06/2024,Paediatric ENT,Non-RTT,213,166,47,0,23,166,142
30/09/2024,Gynaecology,Non-RTT,571,389,110,72,111,215,154
30/06/2023,Clinical Haematology,RTT First,139,66,23,50,14,106,99
30/09/2024,Breast Surgery,RTT Follow-up,93,34,21,38,3,43,25
31/01/2024,Cardiology,RTT Follow-up,118,61,57,0,3,100,87
31/12/2023,General Medicine,RTT Follow-up,127,49,75,3,0,99,59
30/09/2022,ENT,RTT Follow-up,506,301,52,153,63,421,252
30/04/2024,Colorectal Surgery,Non-RTT,104,58,22,24,11,108,61
31/03/2023,Dermatology,Non-RTT,1178,773,174,231,127,610,234
31/08/2022,General Surgery,RTT First,757,547,185,25,36,352,277
31/10/2023,General Medicine,RTT Follow-up,123,49,74,0,0,116,62
31/01/2024,Vascular Surgery,RTT Follow-up,126,103,23,0,6,106,76
30/11/2024,Gastroenterology,RTT Follow-up,66,47,15,4,3,57,49
30/11/2023,Neurology,RTT First,334,227,86,21,62,330,328
